State,State Abbreviation,Region,Division,Date,House Price Index,Household Income,Income Range,GDP,Population
Minnesota,MN,Midwest,West North Central,2012-01-01,292.74,61800,High Income,298641400000,5377500
Minnesota,MN,Midwest,West North Central,2013-01-01,299.85,64320,High Income,311752100000,5414722
Minnesota,MN,Midwest,West North Central,2014-01-01,314.02,67240,High Income,324701500000,5452665
Minnesota,MN,Midwest,West North Central,2015-01-01,327.08,68730,High Income,336762000000,5484002
Minnesota,MN,Midwest,West North Central,2016-01-01,341.79,70220,High Income,345248800000,5525360
Minnesota,MN,Midwest,West North Central,2017-01-01,360.34,69980,High Income,354721900000,5569283
Minnesota,MN,Midwest,West North Central,2018-01-01,382.65,71820,High Income,372439200000,5608762
Minnesota,MN,Midwest,West North Central,2019-01-01,400.09,81430,High Income,383961600000,5640053
Minnesota,MN,Midwest,West North Central,2020-01-01,418.61,78750,High Income,379438700000,5710578
Minnesota,MN,Midwest,West North Central,2021-01-01,445.42,80440,Mid-high Income,413063100000,5717968
Minnesota,MN,Midwest,West North Central,2022-01-01,511.54,90390,High Income,448032400000,5714300
Mississippi,MS,South,East South Central,1997-01-01,159.87,28500,Low Income,58517200000,2731826
Mississippi,MS,South,East South Central,1998-01-01,167.8,29120,Low Income,61332300000,2751335
Mississippi,MS,South,East South Central,1999-01-01,176.03,32480,Low Income,64276500000,2768619
Mississippi,MS,South,East South Central,2000-01-01,180.97,34300,Low Income,66051500000,2848353
Mississippi,MS,South,East South Central,2001-01-01,191.04,30160,Low Income,67750200000,2852994
Mississippi,MS,South,East South Central,2002-01-01,196.39,30880,Low Income,69704900000,2858681
Mississippi,MS,South,East South Central,2003-01-01,202.64,32730,Low Income,74418400000,2868312
Mississippi,MS,South,East South Central,2004-01-01,208.84,34760,Low Income,78680100000,2889010
Mississippi,MS,South,East South Central,2005-01-01,218.17,32880,Low Income,82991600000,2905943
Mississippi,MS,South,East South Central,2006-01-01,236.08,34730,Low Income,87596700000,2904978
Mississippi,MS,South,East South Central,2007-01-01,256.05,37280,Low Income,91876500000,2928350
Mississippi,MS,South,East South Central,2008-01-01,259.81,36450,Low Income,95179300000,2947806
Mississippi,MS,South,East South Central,2009-01-01,256.41,35080,Low Income,92378000000,2958774
Mississippi,MS,South,East South Central,2010-01-01,244.85,38160,Low Income,94788300000,2970615
Mississippi,MS,South,East South Central,2011-01-01,237.57,41090,Low Income,96799100000,2979147
Mississippi,MS,South,East South Central,2012-01-01,238.68,36640,Low Income,100905400000,2984599
Mississippi,MS,South,East South Central,2013-01-01,238.53,32340,Low Income,103042600000,2989839
Mississippi,MS,South,East South Central,2014-01-01,239.25,35520,Low Income,105219500000,2991892
Mississippi,MS,South,East South Central,2015-01-01,246.62,40040,Low Income,106623900000,2990231
Mississippi,MS,South,East South Central,2016-01-01,252.21,41100,Low Income,107795400000,2990595
Mississippi,MS,South,East South Central,2017-01-01,259.05,43280,Low Income,110281400000,2990674
Mississippi,MS,South,East South Central,2018-01-01,265.75,42780,Low Income,113166400000,2982879
Mississippi,MS,South,East South Central,2019-01-01,272.49,44790,Low Income,115441700000,2978227
Mississippi,MS,South,East South Central,2020-01-01,284.34,45130,Low Income,116193100000,2958409
Mississippi,MS,South,East South Central,2021-01-01,298.34,46640,Low Income,128364500000,2949582
Mississippi,MS,South,East South Central,2022-01-01,345.23,48610,Low Income,139976400000,2938928
Missouri,MO,Midwest,West North Central,1997-01-01,180.97,36550,Mid-high Income,163101100000,5407113
Missouri,MO,Midwest,West North Central,1998-01-01,188.44,40200,Mid-high Income,170122200000,5437562
Missouri,MO,Midwest,West North Central,1999-01-01,196.63,41380,Mid-high Income,178215900000,5468338
Missouri,MO,Midwest,West North Central,2000-01-01,207.88,45100,Mid-high Income,187012800000,5607285
Missouri,MO,Midwest,West North Central,2001-01-01,220.08,41340,Mid-low Income,190388700000,5641142
Missouri,MO,Midwest,West North Central,2002-01-01,232.63,42780,Mid-high Income,197399000000,5674825
Missouri,MO,Midwest,West North Central,2003-01-01,243.63,43760,Mid-high Income,206005200000,5709403
Missouri,MO,Midwest,West North Central,2004-01-01,257.09,42140,Mid-low Income,216977500000,5747741
Missouri,MO,Midwest,West North Central,2005-01-01,274.62,42990,Mid-low Income,227594600000,5790300
Missouri,MO,Midwest,West North Central,2006-01-01,289.51,44580,Mid-low Income,235816900000,5842704
Missouri,MO,Midwest,West North Central,2007-01-01,297.51,46010,Mid-low Income,244085300000,5887612
Missouri,MO,Midwest,West North Central,2008-01-01,297.86,46040,Low Income,256431100000,5923916
Missouri,MO,Midwest,West North Central,2009-01-01,292.0,48770,Mid-low Income,254306200000,5961088
Missouri,MO,Midwest,West North Central,2010-01-01,277.15,45820,Mid-low Income,262013400000,5996089
Missouri,MO,Midwest,West North Central,2011-01-01,269.47,45770,Mid-low Income,263330000000,6011182
Missouri,MO,Midwest,West North Central,2012-01-01,267.92,49760,Mid-low Income,272482400000,6026027
Missouri,MO,Midwest,West North Central,2013-01-01,267.44,46300,Low Income,282659700000,6042989
Missouri,MO,Midwest,West North Central,2014-01-01,268.59,56630,Mid-high Income,289340700000,6059130
Missouri,MO,Midwest,West North Central,2015-01-01,280.25,59200,Mid-high Income,299597700000,6075411
Missouri,MO,Midwest,West North Central,2016-01-01,290.67,55020,Mid-low Income,304143300000,6091384
Missouri,MO,Midwest,West North Central,2017-01-01,301.88,56530,Mid-low Income,311273800000,6111382
Missouri,MO,Midwest,West North Central,2018-01-01,318.73,61730,Mid-low Income,320451600000,6125986
Missouri,MO,Midwest,West North Central,2019-01-01,332.66,60600,Low Income,334364700000,6140475
Missouri,MO,Midwest,West North Central,2020-01-01,351.28,62180,Mid-low Income,335278300000,6154426
Missouri,MO,Midwest,West North Central,2021-01-01,375.04,63590,Mid-low Income,365145400000,6170393
Missouri,MO,Midwest,West North Central,2022-01-01,442.54,71520,Mid-low Income,396889900000,6177168
Montana,MT,West,Mountain,1997-01-01,188.88,29210,Low Income,19301700000,878706
Montana,MT,West,Mountain,1998-01-01,196.91,31580,Low Income,20414400000,879533
Montana,MT,West,Mountain,1999-01-01,200.39,31040,Low Income,20815100000,882779
Montana,MT,West,Mountain,2000-01-01,207.25,32780,Low Income,21935400000,903773
Montana,MT,West,Mountain,2001-01-01,219.31,32130,Low Income,22798000000,906961
Montana,MT,West,Mountain,2002-01-01,230.51,34840,Low Income,23886000000,911667
Montana,MT,West,Mountain,2003-01-01,241.79,34110,Low Income,25781100000,919630
Montana,MT,West,Mountain,2004-01-01,263.32,33960,Low Income,28138800000,930009
Montana,MT,West,Mountain,2005-01-01,292.83,37310,Low Income,30823700000,940102
Montana,MT,West,Mountain,2006-01-01,330.47,41110,Low Income,33088000000,952692
Montana,MT,West,Mountain,2007-01-01,362.68,43660,Low Income,36116100000,964706
Montana,MT,West,Mountain,2008-01-01,377.51,42900,Low Income,37028000000,976415
Montana,MT,West,Mountain,2009-01-01,374.59,40440,Low Income,35880000000,983982
Montana,MT,West,Mountain,2010-01-01,351.73,41280,Low Income,38080300000,990730
Montana,MT,West,Mountain,2011-01-01,340.66,40280,Low Income,40592300000,997518
Montana,MT,West,Mountain,2012-01-01,344.31,45090,Low Income,42150200000,1004168
Montana,MT,West,Mountain,2013-01-01,354.83,43200,Low Income,43584000000,1014158
Montana,MT,West,Mountain,2014-01-01,367.24,51100,Mid-low Income,45203800000,1022657
Montana,MT,West,Mountain,2015-01-01,382.33,51400,Mid-low Income,46542400000,1031494
Montana,MT,West,Mountain,2016-01-01,398.99,57080,Mid-low Income,45859400000,1042137
Montana,MT,West,Mountain,2017-01-01,417.02,57410,Mid-low Income,48470500000,1053862
Montana,MT,West,Mountain,2018-01-01,438.21,57680,Mid-low Income,51152100000,1061818
Montana,MT,West,Mountain,2019-01-01,459.88,60200,Low Income,52772500000,1070123
Montana,MT,West,Mountain,2020-01-01,488.85,56740,Low Income,53130700000,1087211
Montana,MT,West,Mountain,2021-01-01,537.1,65000,Mid-low Income,59996700000,1106366
Montana,MT,West,Mountain,2022-01-01,677.68,72980,Mid-low Income,67071899999,1122878
Nebraska,NE,Midwest,West North Central,1997-01-01,174.54,34690,Mid-low Income,49880000000,1656042
Nebraska,NE,Midwest,West North Central,1998-01-01,184.11,36410,Mid-low Income,51849900000,1660772
Nebraska,NE,Midwest,West North Central,1999-01-01,191.68,38630,Mid-low Income,53714200000,1666028
Nebraska,NE,Midwest,West North Central,2000-01-01,198.52,41750,Mid-high Income,56582700000,1713820
Nebraska,NE,Midwest,West North Central,2001-01-01,207.32,43610,Mid-high Income,59634300000,1719836
Nebraska,NE,Midwest,West North Central,2002-01-01,214.78,42800,Mid-high Income,61569500000,1728292
Nebraska,NE,Midwest,West North Central,2003-01-01,220.83,43970,Mid-high Income,66471700000,1738643
Nebraska,NE,Midwest,West North Central,2004-01-01,229.26,43790,Mid-high Income,70445400000,1749370
Nebraska,NE,Midwest,West North Central,2005-01-01,240.75,47920,Mid-high Income,74886700000,1761497
Nebraska,NE,Midwest,West North Central,2006-01-01,246.99,48150,Mid-high Income,79287500000,1772693
Nebraska,NE,Midwest,West North Central,2007-01-01,251.72,49170,Mid-high Income,84291900000,1783440
Nebraska,NE,Midwest,West North Central,2008-01-01,253.97,50730,Mid-high Income,86146600000,1796378
Nebraska,NE,Midwest,West North Central,2009-01-01,253.07,49600,Mid-high Income,87325500000,1812683
Nebraska,NE,Midwest,West North Central,2010-01-01,247.06,52500,Mid-high Income,91940700000,1829591
Nebraska,NE,Midwest,West North Central,2011-01-01,247.6,55620,High Income,100526500000,1840914
Nebraska,NE,Midwest,West North Central,2012-01-01,250.44,52200,Mid-high Income,102949700000,1853691
Nebraska,NE,Midwest,West North Central,2013-01-01,254.69,57620,Mid-high Income,107247000000,1865813
Nebraska,NE,Midwest,West North Central,2014-01-01,260.65,56870,Mid-high Income,112763300000,1879955
Nebraska,NE,Midwest,West North Central,2015-01-01,272.22,60470,Mid-high Income,117402300000,1892059
Nebraska,NE,Midwest,West North Central,2016-01-01,282.32,59370,Mid-high Income,119389800000,1906483
Nebraska,NE,Midwest,West North Central,2017-01-01,298.04,59580,Mid-low Income,123219900000,1916998
Nebraska,NE,Midwest,West North Central,2018-01-01,314.98,67580,Mid-high Income,127954400000,1925512
Nebraska,NE,Midwest,West North Central,2019-01-01,331.72,73070,Mid-high Income,132741000000,1932571
Nebraska,NE,Midwest,West North Central,2020-01-01,348.24,72250,Mid-high Income,135285000000,1963273
Nebraska,NE,Midwest,West North Central,2021-01-01,369.08,78110,Mid-high Income,149360300000,1964253
Nebraska,NE,Midwest,West North Central,2022-01-01,429.29,78360,Mid-high Income,164933900000,1968060
Nevada,NV,West,Mountain,1997-01-01,181.26,38850,Mid-high Income,60255000000,1675581
Nevada,NV,West,Mountain,1998-01-01,187.81,39760,Mid-high Income,65332200000,1743772
Nevada,NV,West,Mountain,1999-01-01,190.52,41460,Mid-high Income,71825300000,1809253
Nevada,NV,West,Mountain,2000-01-01,193.52,45760,Mid-high Income,77181500000,2018741
Nevada,NV,West,Mountain,2001-01-01,205.14,45400,Mid-high Income,80968600000,2098399
Nevada,NV,West,Mountain,2002-01-01,217.41,44960,Mid-high Income,85541000000,2173791
Nevada,NV,West,Mountain,2003-01-01,232.43,45180,Mid-high Income,91365000000,2248850
Nevada,NV,West,Mountain,2004-01-01,272.08,47200,Mid-high Income,104132000000,2346222
Nevada,NV,West,Mountain,2005-01-01,361.42,48210,Mid-high Income,117165100000,2432143
Nevada,NV,West,Mountain,2006-01-01,417.89,52280,Mid-high Income,126613400000,2522658
Nevada,NV,West,Mountain,2007-01-01,416.18,54060,Mid-high Income,132045400000,2601072
Nevada,NV,West,Mountain,2008-01-01,362.53,54740,Mid-high Income,130570900000,2653630
Nevada,NV,West,Mountain,2009-01-01,282.25,51430,Mid-high Income,122471200000,2684665
Nevada,NV,West,Mountain,2010-01-01,227.51,51200,Mid-high Income,125149000000,2702483
Nevada,NV,West,Mountain,2011-01-01,203.4,47040,Mid-low Income,128638400000,2713114
Nevada,NV,West,Mountain,2012-01-01,187.14,47330,Mid-low Income,130238200000,2744670
Nevada,NV,West,Mountain,2013-01-01,202.49,51850,Mid-low Income,133592500000,2776956
Nevada,NV,West,Mountain,2014-01-01,244.46,49880,Mid-low Income,136918400000,2818935
Nevada,NV,West,Mountain,2015-01-01,271.34,52010,Mid-low Income,145786800000,2868531
Nevada,NV,West,Mountain,2016-01-01,298.24,55430,Mid-low Income,153318000000,2919555
Nevada,NV,West,Mountain,2017-01-01,323.32,58040,Mid-low Income,163199100000,2972097
Nevada,NV,West,Mountain,2018-01-01,364.87,61860,Mid-low Income,172547900000,3030725
Nevada,NV,West,Mountain,2019-01-01,400.07,70910,Mid-high Income,184343900000,3090771
Nevada,NV,West,Mountain,2020-01-01,417.0,61160,Mid-low Income,175982000000,3115840
Nevada,NV,West,Mountain,2021-01-01,454.06,64340,Mid-low Income,200127300000,3146632
Nevada,NV,West,Mountain,2022-01-01,565.52,72330,Mid-low Income,222938600000,3177421
New Hampshire,NH,Northeast,New England,1997-01-01,199.97,41000,High Income,38122500000,1173239
New Hampshire,NH,Northeast,New England,1998-01-01,211.2,44960,High Income,40747700000,1185823
New Hampshire,NH,Northeast,New England,1999-01-01,226.3,46060,High Income,42292400000,1201134
New Hampshire,NH,Northeast,New England,2000-01-01,254.14,50930,High Income,45604900000,1239882
New Hampshire,NH,Northeast,New England,2001-01-01,286.51,51330,High Income,47037300000,1255517
New Hampshire,NH,Northeast,New England,2002-01-01,320.62,55320,High Income,49109600000,1269089
New Hampshire,NH,Northeast,New England,2003-01-01,355.53,55570,High Income,51609700000,1279840
New Hampshire,NH,Northeast,New England,2004-01-01,390.72,56820,High Income,54545700000,1290121
New Hampshire,NH,Northeast,New England,2005-01-01,438.44,56980,High Income,56914600000,1298492
New Hampshire,NH,Northeast,New England,2006-01-01,468.65,61970,High Income,60152700000,1308389
New Hampshire,NH,Northeast,New England,2007-01-01,465.85,67580,High Income,61984800000,1312540
New Hampshire,NH,Northeast,New England,2008-01-01,454.98,66180,High Income,62095300000,1315906
New Hampshire,NH,Northeast,New England,2009-01-01,427.69,64130,High Income,63052200000,1316102
New Hampshire,NH,Northeast,New England,2010-01-01,395.99,66630,High Income,65310800000,1316807
New Hampshire,NH,Northeast,New England,2011-01-01,386.52,65880,High Income,66557300000,1320444
New Hampshire,NH,Northeast,New England,2012-01-01,378.16,67820,High Income,68412000000,1324677
New Hampshire,NH,Northeast,New England,2013-01-01,377.2,69100,High Income,70897400000,1327272
New Hampshire,NH,Northeast,New England,2014-01-01,386.37,73400,High Income,73455100000,1334257
New Hampshire,NH,Northeast,New England,2015-01-01,400.18,75680,High Income,77385800000,1337480
New Hampshire,NH,Northeast,New England,2016-01-01,415.4,76260,High Income,79759700000,1343694
New Hampshire,NH,Northeast,New England,2017-01-01,433.36,75630,High Income,81179600000,1350395
New Hampshire,NH,Northeast,New England,2018-01-01,461.38,81350,High Income,83859400000,1355064
New Hampshire,NH,Northeast,New England,2019-01-01,484.46,86900,High Income,87472000000,1360783
New Hampshire,NH,Northeast,New England,2020-01-01,513.23,88890,High Income,88589400000,1378702
New Hampshire,NH,Northeast,New England,2021-01-01,564.85,88840,High Income,99100000000,1387494
New Hampshire,NH,Northeast,New England,2022-01-01,673.98,84970,Mid-high Income,105024600000,1399003
New Jersey,NJ,Northeast,Middle Atlantic,1997-01-01,240.14,48020,High Income,307140900000,8054178
New Jersey,NJ,Northeast,Middle Atlantic,1998-01-01,250.67,49830,High Income,318104000000,8095542
New Jersey,NJ,Northeast,Middle Atlantic,1999-01-01,259.18,49730,High Income,334966400000,8143412
New Jersey,NJ,Northeast,Middle Atlantic,2000-01-01,279.33,50410,High Income,360530400000,8430621
New Jersey,NJ,Northeast,Middle Atlantic,2001-01-01,305.67,51770,High Income,372819200000,8492671
New Jersey,NJ,Northeast,Middle Atlantic,2002-01-01,339.39,54570,High Income,385045600000,8552643
New Jersey,NJ,Northeast,Middle Atlantic,2003-01-01,379.09,56050,High Income,399996500000,8601402
New Jersey,NJ,Northeast,Middle Atlantic,2004-01-01,426.3,55280,High Income,415490800000,8634561
New Jersey,NJ,Northeast,Middle Atlantic,2005-01-01,495.59,63370,High Income,436064400000,8651974
New Jersey,NJ,Northeast,Middle Atlantic,2006-01-01,564.01,68060,High Income,457681500000,8661679
New Jersey,NJ,Northeast,Middle Atlantic,2007-01-01,577.72,60510,High Income,474539600000,8677885
New Jersey,NJ,Northeast,Middle Atlantic,2008-01-01,560.79,65310,High Income,493289400000,8711090
New Jersey,NJ,Northeast,Middle Atlantic,2009-01-01,522.16,64780,High Income,481452700000,8755602
New Jersey,NJ,Northeast,Middle Atlantic,2010-01-01,486.12,62970,High Income,491229000000,8799451
New Jersey,NJ,Northeast,Middle Atlantic,2011-01-01,473.2,62340,High Income,494292800000,8828552
New Jersey,NJ,Northeast,Middle Atlantic,2012-01-01,456.02,66690,High Income,516098200000,8845671
New Jersey,NJ,Northeast,Middle Atlantic,2013-01-01,453.34,63750,High Income,534212100000,8857821
New Jersey,NJ,Northeast,Middle Atlantic,2014-01-01,458.02,65240,High Income,543824100000,8867277
New Jersey,NJ,Northeast,Middle Atlantic,2015-01-01,473.34,68360,High Income,565807700000,8870312
New Jersey,NJ,Northeast,Middle Atlantic,2016-01-01,481.38,68470,High Income,578651400000,8873584
New Jersey,NJ,Northeast,Middle Atlantic,2017-01-01,488.62,71240,High Income,590086700000,8888147
New Jersey,NJ,Northeast,Middle Atlantic,2018-01-01,507.51,74180,High Income,619340200000,8891730
New Jersey,NJ,Northeast,Middle Atlantic,2019-01-01,520.38,87730,High Income,641877600000,8891258
New Jersey,NJ,Northeast,Middle Atlantic,2020-01-01,544.73,85550,High Income,630212700000,9272392
New Jersey,NJ,Northeast,Middle Atlantic,2021-01-01,585.5,88560,High Income,692227300000,9269175
New Jersey,NJ,Northeast,Middle Atlantic,2022-01-01,684.97,92340,High Income,754948200000,9260817
New Mexico,NM,West,Mountain,1997-01-01,188.73,30090,Low Income,52575600000,1722939
New Mexico,NM,West,Mountain,1998-01-01,193.94,31540,Low Income,50573100000,1733535
New Mexico,NM,West,Mountain,1999-01-01,197.57,32570,Low Income,52801900000,1739844
New Mexico,NM,West,Mountain,2000-01-01,198.29,35090,Low Income,55002200000,1821204
New Mexico,NM,West,Mountain,2001-01-01,206.22,33120,Low Income,55660200000,1831690
New Mexico,NM,West,Mountain,2002-01-01,211.78,35460,Low Income,57718300000,1855309
New Mexico,NM,West,Mountain,2003-01-01,222.61,35110,Low Income,62867900000,1877574
New Mexico,NM,West,Mountain,2004-01-01,235.31,39560,Low Income,70593400000,1903808
New Mexico,NM,West,Mountain,2005-01-01,256.83,38950,Low Income,74130900000,1932274
New Mexico,NM,West,Mountain,2006-01-01,295.18,40030,Low Income,78008200000,1962137
New Mexico,NM,West,Mountain,2007-01-01,325.49,44360,Low Income,81100300000,1990070
New Mexico,NM,West,Mountain,2008-01-01,331.21,42100,Low Income,84339700000,2010662
New Mexico,NM,West,Mountain,2009-01-01,321.53,43540,Low Income,82641300000,2036802
New Mexico,NM,West,Mountain,2010-01-01,303.39,45130,Mid-low Income,84862600000,2064614
New Mexico,NM,West,Mountain,2011-01-01,289.37,41980,Low Income,87056000000,2080706
New Mexico,NM,West,Mountain,2012-01-01,281.21,43420,Low Income,87681000000,2087715
New Mexico,NM,West,Mountain,2013-01-01,283.08,40170,Low Income,88773300000,2092833
New Mexico,NM,West,Mountain,2014-01-01,282.55,46690,Low Income,92523400000,2090235
New Mexico,NM,West,Mountain,2015-01-01,289.23,45120,Low Income,90779400000,2090071
New Mexico,NM,West,Mountain,2016-01-01,294.26,48450,Low Income,90476000000,2092554
New Mexico,NM,West,Mountain,2017-01-01,304.01,45600,Low Income,93210100000,2092844
New Mexico,NM,West,Mountain,2018-01-01,314.9,48280,Low Income,98838200000,2093754
New Mexico,NM,West,Mountain,2019-01-01,327.2,53110,Low Income,103869200000,2099634
New Mexico,NM,West,Mountain,2020-01-01,348.6,50910,Low Income,100434500000,2118488
New Mexico,NM,West,Mountain,2021-01-01,377.69,53460,Low Income,111730600000,2116950
New Mexico,NM,West,Mountain,2022-01-01,443.61,56420,Low Income,125540600000,2113476
New York,NY,Northeast,Middle Atlantic,1997-01-01,283.68,35800,Mid-low Income,716104700000,18143184
New York,NY,Northeast,Middle Atlantic,1998-01-01,298.98,37390,Mid-low Income,744958900000,18159175
New York,NY,Northeast,Middle Atlantic,1999-01-01,310.02,39990,Mid-high Income,794009500000,18196601
New York,NY,Northeast,Middle Atlantic,2000-01-01,335.48,40740,Mid-low Income,839853000000,19001780
New York,NY,Northeast,Middle Atlantic,2001-01-01,369.22,42110,Mid-high Income,876285200000,19082838
New York,NY,Northeast,Middle Atlantic,2002-01-01,404.26,41970,Mid-low Income,885386200000,19137800
New York,NY,Northeast,Middle Atlantic,2003-01-01,448.82,42790,Mid-low Income,908535200000,19175939
New York,NY,Northeast,Middle Atlantic,2004-01-01,498.99,44650,Mid-high Income,958565300000,19171567
New York,NY,Northeast,Middle Atlantic,2005-01-01,566.89,47180,Mid-high Income,1009851000000,19132610
New York,NY,Northeast,Middle Atlantic,2006-01-01,629.78,48220,Mid-high Income,1072271800000,19104631
New York,NY,Northeast,Middle Atlantic,2007-01-01,642.26,48940,Mid-high Income,1116265300000,19132335
New York,NY,Northeast,Middle Atlantic,2008-01-01,636.16,50460,Mid-high Income,1107860200000,19212436
New York,NY,Northeast,Middle Atlantic,2009-01-01,609.26,50220,Mid-high Income,1155492300000,19307066
New York,NY,Northeast,Middle Atlantic,2010-01-01,573.16,49780,Mid-high Income,1217748000000,19399956
New York,NY,Northeast,Middle Atlantic,2011-01-01,568.7,50640,Mid-high Income,1245769400000,19499921
New York,NY,Northeast,Middle Atlantic,2012-01-01,558.13,47680,Mid-low Income,1324471300000,19574362
New York,NY,Northeast,Middle Atlantic,2013-01-01,556.71,49970,Mid-low Income,1364632900000,19626488
New York,NY,Northeast,Middle Atlantic,2014-01-01,560.28,54310,Mid-low Income,1434606300000,19653431
New York,NY,Northeast,Middle Atlantic,2015-01-01,582.82,58010,Mid-high Income,1498474700000,19657321
New York,NY,Northeast,Middle Atlantic,2016-01-01,596.34,61440,Mid-high Income,1556830000000,19636391
New York,NY,Northeast,Middle Atlantic,2017-01-01,621.12,61540,Mid-high Income,1624800700000,19593849
New York,NY,Northeast,Middle Atlantic,2018-01-01,656.63,67270,Mid-high Income,1710665600000,19544098
New York,NY,Northeast,Middle Atlantic,2019-01-01,681.24,71860,Mid-high Income,1793261300000,19463131
New York,NY,Northeast,Middle Atlantic,2020-01-01,716.43,68660,Mid-high Income,1766857400000,20104710
New York,NY,Northeast,Middle Atlantic,2021-01-01,767.82,72920,Mid-high Income,1911345800000,19854526
New York,NY,Northeast,Middle Atlantic,2022-01-01,876.38,75910,Mid-high Income,2048402600000,19673200
North Carolina,NC,South,South Atlantic,1997-01-01,206.4,35840,Mid-high Income,234571900000,7428672
North Carolina,NC,South,South Atlantic,1998-01-01,217.65,35840,Mid-low Income,246721800000,7545828
North Carolina,NC,South,South Atlantic,1999-01-01,226.44,37250,Mid-low Income,264924300000,7650789
North Carolina,NC,South,South Atlantic,2000-01-01,233.27,38320,Mid-low Income,277556100000,8081614
North Carolina,NC,South,South Atlantic,2001-01-01,247.13,38160,Mid-low Income,287317100000,8210121
North Carolina,NC,South,South Atlantic,2002-01-01,255.13,36520,Low Income,297653000000,8326200
North Carolina,NC,South,South Atlantic,2003-01-01,263.67,37280,Low Income,310200300000,8422501
North Carolina,NC,South,South Atlantic,2004-01-01,272.19,40240,Low Income,329017700000,8553152
North Carolina,NC,South,South Atlantic,2005-01-01,286.85,42060,Mid-low Income,354798500000,8705407
North Carolina,NC,South,South Atlantic,2006-01-01,308.42,39800,Low Income,388012100000,8917270
North Carolina,NC,South,South Atlantic,2007-01-01,328.86,43510,Low Income,402188300000,9118037
North Carolina,NC,South,South Atlantic,2008-01-01,338.71,42930,Low Income,420707200000,9309449
North Carolina,NC,South,South Atlantic,2009-01-01,337.68,41910,Low Income,413096800000,9449566
North Carolina,NC,South,South Atlantic,2010-01-01,315.11,43830,Low Income,422282200000,9574586
North Carolina,NC,South,South Atlantic,2011-01-01,305.82,45210,Mid-low Income,430040100000,9658913
North Carolina,NC,South,South Atlantic,2012-01-01,298.05,41550,Low Income,444063200000,9751810
North Carolina,NC,South,South Atlantic,2013-01-01,298.15,46340,Low Income,460946400000,9846717
North Carolina,NC,South,South Atlantic,2014-01-01,301.09,46780,Low Income,482295700000,9937295
North Carolina,NC,South,South Atlantic,2015-01-01,314.25,50800,Mid-low Income,508672400000,10037218
North Carolina,NC,South,South Atlantic,2016-01-01,327.16,53760,Low Income,528284300000,10161802
North Carolina,NC,South,South Atlantic,2017-01-01,341.74,49550,Low Income,546810100000,10275758
North Carolina,NC,South,South Atlantic,2018-01-01,364.94,53370,Low Income,568037300000,10391358
North Carolina,NC,South,South Atlantic,2019-01-01,386.7,61160,Mid-low Income,593126900000,10501384
North Carolina,NC,South,South Atlantic,2020-01-01,409.21,60430,Mid-low Income,601148700000,10453812
North Carolina,NC,South,South Atlantic,2021-01-01,441.72,62890,Mid-low Income,659529300000,10567100
North Carolina,NC,South,South Atlantic,2022-01-01,547.47,65070,Low Income,715968300000,10695965
North Dakota,ND,Midwest,West North Central,1997-01-01,145.41,31660,Low Income,15796600000,640945
North Dakota,ND,Midwest,West North Central,1998-01-01,152.87,30300,Low Income,16842700000,637808
North Dakota,ND,Midwest,West North Central,1999-01-01,157.1,32660,Low Income,17083700000,633666
North Dakota,ND,Midwest,West North Central,2000-01-01,158.46,36000,Low Income,18115100000,642023
North Dakota,ND,Midwest,West North Central,2001-01-01,166.75,35790,Low Income,18976900000,639062
North Dakota,ND,Midwest,West North Central,2002-01-01,172.57,36200,Low Income,20195600000,638168
North Dakota,ND,Midwest,West North Central,2003-01-01,181.04,40410,Mid-low Income,22129900000,638817
North Dakota,ND,Midwest,West North Central,2004-01-01,191.98,39220,Low Income,23209600000,644705
North Dakota,ND,Midwest,West North Central,2005-01-01,206.34,42190,Mid-low Income,24572000000,646089
North Dakota,ND,Midwest,West North Central,2006-01-01,221.34,41050,Low Income,26406500000,649422
North Dakota,ND,Midwest,West North Central,2007-01-01,236.11,47210,Mid-low Income,29044600000,652822
North Dakota,ND,Midwest,West North Central,2008-01-01,245.19,49630,Mid-low Income,32027700000,657569
North Dakota,ND,Midwest,West North Central,2009-01-01,250.09,50080,Mid-high Income,32310400000,664968
North Dakota,ND,Midwest,West North Central,2010-01-01,251.61,51010,Mid-high Income,35651800000,674752
North Dakota,ND,Midwest,West North Central,2011-01-01,257.99,56360,High Income,41602100000,685526
North Dakota,ND,Midwest,West North Central,2012-01-01,268.93,55770,Mid-high Income,52079100000,702227
North Dakota,ND,Midwest,West North Central,2013-01-01,293.13,59150,Mid-high Income,54877000000,723149
North Dakota,ND,Midwest,West North Central,2014-01-01,318.17,60730,High Income,61108300000,738736
North Dakota,ND,Midwest,West North Central,2015-01-01,338.83,57420,Mid-high Income,56952200000,755537
North Dakota,ND,Midwest,West North Central,2016-01-01,349.14,60180,Mid-high Income,52666300000,756114
North Dakota,ND,Midwest,West North Central,2017-01-01,356.33,60170,Mid-high Income,56530200000,756755
North Dakota,ND,Midwest,West North Central,2018-01-01,359.11,66510,Mid-high Income,60377100000,760062
North Dakota,ND,Midwest,West North Central,2019-01-01,364.86,70030,Mid-high Income,60516300000,763724
North Dakota,ND,Midwest,West North Central,2020-01-01,375.92,64120,Mid-low Income,55347600000,779563
North Dakota,ND,Midwest,West North Central,2021-01-01,385.91,68880,Mid-low Income,63208600000,777982
